Row_ID,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
O75436,5.78916884798802,5.39160560008794,4.44855837873794,4.30544646202296,5.13016874606563,4.53754322083506
P35241,3.61975770192578,5.13470765056438,5.61165300549171,5.14754162603988,5.23993391950733,5.34666601415546
O75439,5.10418026906752,3.116808645854,3.19604770346054,3.78712853978723,3.34023928851046,3.13361474445124
P43034,5.2405365284778,5.99107587974155,4.8215725974027,4.40002730073891,6.04052856354522,5.43400807140431
Q96AC1,5.85546891819564,6.16945662620981,6.42381309215323,6.26995996302117,6.5555605147004,6.38837503882892
Q9NVP1,4.74298205211135,6.13664736448998,5.4920346230731,5.34333488440222,5.93228605720276,5.42418715990739
Q96CS3,3.68447431414298,5.34343721211277,5.49392456792488,5.47478563800255,5.48574700714175,5.35652586002223
P62807,7.6187049280331,7.38746360970594,7.33885603284497,6.88282304734981,8.55349767764985,7.60681289642865
P62805,8.39464480739421,8.36983204047633,8.17358984649079,8.11587728855767,8.43069236075723,8.34019432909018
O60610,5.68713542623987,5.65189778248926,5.57570817362166,5.7100850898778,5.52736707523488,5.77969493698673
P17931,7.5387077316337,7.38424701000508,7.55800013583259,7.16267631873389,6.94143065075226,7.22234671841668
Q9BXW6,5.8583160266236,4.51107628059739,6.38010122761583,5.80399443571444,3.37437008808783,5.71146078045164
P06280,4.31672728031269,3.79053006906552,4.24895235654061,4.01269686207801,3.48068464744426,4.31575085622759
O15228,2.83801738401863,2.50457782807734,2.8955863217167,3.07087516689209,2.58958434801947,6.33810317809009
Q9Y6E2,3.89207099774604,3.06709045811645,3.42368852822559,2.92988023965709,3.25737533309572,3.61151080935339
O15321,5.05576764049895,4.80999547709113,5.06079772638738,5.2465782361755,4.41478199024022,4.99008552901937
Q9Y6E0,3.31883814233512,2.90789509600371,3.98235054825556,3.92449899126582,3.88525434341509,3.36953419171157
Q09161,4.54389818087162,4.40648134905488,4.0178492940817,4.03376263936753,4.46137366116026,4.77867226944302
Q9Y4G6,5.70539407412852,2.90738602357277,4.616113734567,4.20785567209915,3.26197511840607,5.52275446885621
Q14568,1.29911090421033,1.73846004242731,4.05997603942524,2.10207583149693,2.22762772095572,1.15645729783215
O60763,6.71278484116695,6.24744505269785,6.48758011327911,6.31606325102152,6.1965506344106,6.50282188894943
Q14566,5.77937578067756,4.96167691767126,4.78745179627103,5.48668202689188,5.16763152527201,5.35411852522387
Q15185,3.59891487556257,4.19086169559108,4.26601923062088,4.9163445859371,4.4941221802959,5.34722679060038
Q15181,4.99319987343716,5.76319687155558,5.61509862571522,5.5265376902518,5.42938443825967,5.35869677957905
P17844,5.28964886372486,6.36303681576059,6.70423137048681,6.36611075019388,6.65897571012456,6.44905004092039
P58335,4.1629018225542,3.70441716060998,3.98408536988692,4.27357584086481,3.8715561017708,3.92962195583323
Q9H115,4.62392689429465,2.33687824207435,4.88065326406498,6.12838338700778,4.31116791440807,4.76013017413667
P41219,3.36563763312501,3.38200734066169,2.41633910309797,1.90628407416866,1.96302475955166,2.74802336830177
O95678,2.38060711258372,5.01427279006646,3.05546344492808,3.58718740129059,3.91531252382751,1.89410288625139
P41214,4.20629116000148,5.39427111874284,3.9250061741368,6.19181466073018,5.4422435138347,3.68353339360699
O94906,4.61951962111795,2.63284646277865,3.85777540638603,4.08658368361282,4.46364896966054,4.14116909649199
O94905,3.47707898495487,3.64036815779871,4.97500748801311,3.9294017990649,3.72295368444716,4.86592897027816
Q2TAY7,5.69620571592325,5.46377276386532,5.32057393894317,5.62917880001788,5.32511668398445,4.10911577698338
Q92526,3.53809621658072,3.82746234225102,3.854902507985,2.3850820218219,1.55234862812849,4.12360972565609
Q9H361,2.27193844242635,2.77602593110516,1.54244435418565,2.55805840238461,4.34705576908823,3.83096404743788
O43242,7.13162291025822,7.2190974916416,7.40808992899758,7.07886399274277,7.11714835838157,6.87003783197642
Q8N3C0,5.00711660275897,4.50060146881803,4.74127480877983,6.28924357734897,5.23300255789948,4.73363434380172
O43795,6.37214611405826,5.54777965800813,5.22798480649278,5.28246161541026,5.82733098654912,5.36837438997999
Q8N684,3.35494040088673,3.73956181703551,3.9351983181509,4.32044936332804,3.78872020543626,3.63578669776757
P53634,5.69005546512948,6.06843542969687,5.72526068468271,6.01378311969982,6.13174824591829,5.843815662319
Q562R1,7.76784040154048,5.29680083106743,5.52197465085595,6.36906152594277,4.67181584714597,6.28581344800418
Q14108,5.02005075186031,4.4036386443191,4.46015334825072,5.78394574878787,5.19016280907692,5.01791808707673
Q9Y3Y2,4.32895999329326,4.5357514449801,3.69033285018692,3.92864542181278,5.19855322513402,4.62251234091244
Q02878,6.46694940224368,7.57088889200503,7.20498434433244,7.173427481246,7.44363252411614,7.47011715923373
P27449,3.44791778682814,6.50415346470817,5.62986231117823,4.89636599684695,6.38915259489349,4.63539319121363
P16152,7.5934120184673,6.7455671979436,6.92323496692165,6.64312104662019,6.09229330723554,7.19428538639048
O75165,5.89582829142519,6.28974123906206,5.09371783555776,4.81802419836835,4.52909182596921,5.07793017644833
P99999,5.02442180264351,6.58584601113976,6.51097239855215,6.75274295653753,6.56278553406612,6.6510876576204
P06865,5.2839630858955,4.83558348477887,4.32825953793303,3.89291045999218,5.47004424120008,5.4736476241118
P30876,4.89722082996371,4.40849202619029,4.06459215493712,4.04822794489664,5.26755854730253,4.04912643152958
A5YKK6,5.62644223381563,4.68970603039189,4.23681334549714,4.53220879866318,4.54014001757131,3.68678424238186
O75367,2.89964747181801,5.37523606597099,5.16236796587142,5.55321296516993,5.65633127463509,5.83259983825721
P26640,6.79833474099253,6.91494067536201,6.84689708118371,7.00740438883704,6.82631894069819,6.77965264889732
P26641,7.40595856823187,7.3457085360903,7.38119618079501,7.37892997189808,7.74147964430921,7.39807131376914
Q99460,6.98534451472709,5.70963721067476,5.27052316261885,5.7950496634291,6.09598195285464,6.06847892096841
O75368,4.56437533195309,5.1332540462994,4.2183651459747,5.34583024851156,5.2310948932305,5.25078063049801
O75369,6.01001001667877,6.23905921344073,6.33528723413489,6.83510368077897,6.57810921069394,6.61325698622844
P60709,7.07922344728567,9.1791709624605,8.71732186306749,8.85819915609699,8.2030300728518,7.23738830556506
O14787,4.01152346823547,3.29467166950417,2.69556183894562,3.72457620020932,3.8131214735713,2.35138375036344
P40763,5.00166368412363,5.5136920380352,4.55770428025875,4.9430574804792,5.16261011275704,4.96906574197957
Q9NUU7,4.57193853891563,3.15001320010708,3.0547883512967,3.57724132894522,2.38322020549891,3.58109601220146
Q13347,6.45754502404979,5.7422138855097,6.26270534724122,6.04725103167329,5.94297804900661,6.19067758427931
P49411,7.14103876112736,7.14332103925447,7.50423389618075,7.20766813712121,6.55809620509364,6.64114818113448
P49419,3.92695175461452,5.7173015069434,4.44278984495655,4.82145829838553,5.16251191791564,5.62315250680178
P21980,5.22043483631235,5.83081482012168,5.99463930067932,6.4597886441026,5.71541428716151,6.13710040467164
P62491,-0.206128830082287,2.31054485650577,2.02873043931522,0.247449262478695,0.675423033849479,3.95987847473387
P61619,5.01752322202565,4.35367634263111,5.77136561082855,5.91109501222831,5.33489552066915,5.90625566985611
P62495,5.05787772445106,5.38765436822213,5.12660921651981,5.6245558621191,5.88976010612036,4.89920630869693
Q9NYU1,5.50617762005489,4.8937914569259,4.7802360461474,5.04320845786784,5.64393882815376,4.7146369564825
Q9NYU2,7.25334483952091,6.22191775468484,5.92174920850012,6.55367055175533,6.37262793432737,6.10864572107232
P50395,6.15826489808564,7.28293452713293,7.23721307706857,7.18765552888935,7.1231559283091,6.96891739376215
Q3KQV9,2.92038771684261,3.05442763807481,2.27393334405085,3.47330635700301,2.5568751208456,3.12063728206884
P49773,7.18675809312011,7.2470705762348,6.86538794018227,7.14361398183816,6.87382749976547,6.8228867610681
Q13641,6.2693288385158,6.58988648991662,6.64375969968082,7.19001277383837,6.69778668601165,6.3402899036533
P49770,5.00292442050096,4.29705512754859,3.87823388036085,3.94888889522184,3.70089373384865,4.42066899921473
P25205,6.02154158385514,4.85225558400971,5.33871580939542,5.57094506398635,5.70194077197833,5.65481689291532
Q16186,3.91433873457606,4.51892177664829,3.81993783294184,5.1701064185547,4.61751218149877,3.7617656097749
P62140,4.09306063850248,3.64781841950402,5.40918014333292,4.15718541400913,4.90884682892403,5.70700016892274
O15523,2.04088948985994,4.02489928553061,4.53421298280609,0.244489186890606,3.01727968848246,4.28452890213728
Q16181,5.10055322740089,6.6084797544068,6.997481925071,6.96170272294409,6.61627057521337,6.41730247291864
Q6ZTN6,3.50090783109718,1.95068031387861,3.02856523728995,1.5245054831392,1.61798465405897,1.01620127891811
Q96B97,4.52975378470083,4.30049921214952,4.5883784732081,3.83705152510098,4.5064858958761,4.56387439407238
Q96M27,5.58283852560732,5.68234131013182,6.02843015924921,6.04367380784714,5.65844623355865,6.27444282870646
Q9H0B6,4.67246577873239,3.58673162642971,4.12759030195977,3.89704282091705,3.48181728981959,3.52810607472507
Q9BYN0,4.9121983897369,3.25646724492828,3.72979919521795,3.60294059317495,4.57265879206963,4.28388881508861
Q13733,1.50831576749737,1.70419892345772,1.99977870354507,4.21755949997917,4.62572320536908,0.962835016500514
P10644,6.80335605679444,6.52183385635667,6.74984537088482,6.66228460640241,6.87136428543437,6.49615786322781
P48556,5.61981263811671,4.65460773682182,5.27971934469138,5.1447113146809,5.90802809825593,4.91805621885681
O15067,5.38969147801079,4.95167344809408,5.51814674649949,5.80041025878537,5.30226191346339,4.86799323791597
P60891,6.20574228170919,5.66610620561077,5.29827015346041,4.69220915365564,4.92669365146533,5.0008559548791
P07099,6.27593698366414,5.2241004206404,5.69281870113592,5.50590143558495,5.49191503118073,5.5171052914123
Q9NZM1,7.24574173778414,6.54456172755007,6.43097578724604,6.2918784201696,6.50366534526865,6.40873650261405
Q7Z3E5,5.03951777983514,4.06097260866109,3.56586000022635,3.74149193968596,3.83898075162404,4.51216637613673
A6NNZ2,1.92248255234683,1.52590303498044,1.09343291727542,1.68273059107131,0.674456844142006,2.00058098793831
O75962,5.22459806121099,5.90625486086936,5.87521309094623,5.50070734887194,5.79180639517046,5.30195686344126
P69905,3.85068846093079,6.36847909500381,6.63131445311058,6.91642059082475,5.12519180093984,5.86007768717745
P30519,5.63469171334197,5.34031293076545,5.88972516865568,6.26717957471072,4.94390348680188,5.12435538629456
Q12788,4.98083098542945,4.53844355350347,4.80501391530082,5.12760154462531,4.69522203203039,4.6511509176234
Q7Z4H8,4.94186707795294,5.06998967177612,4.85229131288426,4.85994698059792,5.19453683502283,4.89203448997371
Q9UNF1,3.36899700162532,2.79392689048559,3.55167730499373,3.76641670489827,4.13607990457973,3.87218808138052
Q7Z4H3,4.22386034916921,4.1834327764428,4.30159835850094,5.1703626371118,3.57178730234739,3.03714607532152
O75746,5.05970127049322,3.80767275089172,3.74906565034323,4.40517877355643,5.00096666136397,3.99851196485783
P42766,6.2226611387719,5.94414222290552,5.24339827340546,5.89952983631452,6.71389390927771,6.82807793212444
Q8TAA3,5.62340412056875,2.81873374407662,4.49022082953554,3.33493663357168,0.251472086917934,2.02542083595614
O15061,5.18154694491245,5.56631886252509,3.20460596475562,4.05092123171225,2.87457542586896,3.90580436641347
P55072,7.62474149604653,8.37331475226635,8.33565709819233,7.83167448662675,8.61667869445634,8.14222285229643
P17066,6.66286466409762,3.79367489716853,1.96269628875166,2.99410634882301,3.56314250966584,4.61966703286073
Q01813,6.80800239224499,7.21151298250548,7.26117464355244,6.70244237519874,6.73453653791532,6.33538630013451
P49792,5.14228941795472,4.37498539219319,3.10117290345311,4.38066422242064,4.39037263402128,4.70252885357524
P56545,5.27475559312802,4.51841118084919,4.48279285373762,3.21467555911295,4.82287092109354,4.62641508729621
Q8TDI0,3.34398591020733,2.76424253844433,5.04099008272064,4.54262552673723,3.2138679661402,4.82514146176065
P51116,7.39497219624689,4.73472540660982,5.32973613073332,5.16901604330811,5.21864646127439,4.55706559074154
P51114,6.44242136084835,5.4861675780911,4.69434995619045,5.32392081328478,5.54439028584515,5.22636246148695
Q00341,7.78041491243808,6.13726410462728,6.33452419560379,6.27253184838724,6.13083456568893,6.23928261084311
Q00610,8.19874794172311,8.50933998934816,8.2080285102193,8.09522813266106,8.40444397408139,8.31842883794154
P78357,3.51379513097242,3.75654162076961,4.09915994912539,2.53161350332894,2.89854656882389,2.87781590143453
O95336,5.71322687127101,4.10558259842426,4.95615631902528,4.81131892659275,5.31543691848871,5.2593930852754
Q9UQ16,4.90720312115517,3.84175573347915,4.5099578807123,3.57963359393624,4.59730300358511,5.10364989642258
O60812,4.12032371330272,-1.56072742381374,0.805099284997616,-1.51045530106467,3.17961548853562,2.94988616493095
P09493,3.1411543865448,3.47877582844981,3.35908815497412,6.54574171570721,0.286446052869146,6.13068962067021
Q96T76,4.75641611177157,4.09996271467861,4.49476276144559,4.60401247391755,4.13420122827095,4.83702847799943
P31483,4.09445158208232,4.51533314469555,4.64571201249518,4.57817045093301,4.79485265503956,1.34525309349952
Q32MZ4,4.80723574176543,5.51491904356177,5.18561141027534,5.50824677813882,5.52191455046756,5.25336015298546
Q9Y617,2.95591190026385,5.13688069427776,4.8372189417023,5.52110098937938,6.62868059100242,5.22281553420135
Q08170,3.04114931775396,2.75549486924001,2.92763878737734,0.678350190375028,-0.270584283492669,0.916213587532454
P07339,7.47144161787124,7.9504555817126,7.7913200640601,7.42217173446923,7.87571786700213,7.92361871401348
P18669,7.53489152123686,7.63333777800414,7.60226306410679,7.17443757664282,7.21426650178995,7.54076165355471
P20340,3.38120137746711,3.69509087550589,3.92417597106673,4.71707038635732,2.55616190726406,3.40750122279091
Q7L5N1,4.44056554911871,6.20784290038835,5.60507387460847,5.66357924489924,5.5074587661136,5.41945818327775
P16989,4.8704703441755,5.25054839592056,5.49348466490942,5.77191502514148,5.82455839924311,5.33852225514334
O00505,3.58363675473364,4.75259428863351,3.98260756233167,4.17221605416503,4.99644099573963,4.31584908659737
Q9UKM9,5.11586093908015,6.44919723749815,6.37917682331379,6.40658738268395,6.5385990182836,5.75309231429098
Q9UKM7,6.47971854801391,4.6384832489614,4.58289822074661,3.59014631594798,3.48064595620303,4.85222570704687
Q9Y4P3,5.0657194755248,3.99490685307101,5.54311027907223,5.53203471027461,5.86694334499789,5.96620279341246
Q9BXP5,4.40588888070459,4.61931560015583,3.66962619757347,5.52095985964582,3.89824037398412,4.00477616486556
Q8IZ07,1.75298060563148,4.53001090073624,4.55935951604213,5.17566177075564,5.24398400442033,4.9574668959023
Q9Y6D5,5.06377228480696,5.00070412210841,5.34281784693101,3.70509107150927,5.73864811299964,2.89246816616357
P02751,8.08387508261319,7.45455117297175,7.42679878349465,7.7703362901221,8.18185951551311,7.93772559007583
P29692,7.71125385663692,7.13377964256412,7.44992273023974,7.14414159515869,7.20575701078805,7.4520468752065
P78344,3.87407507589707,5.95452687143423,6.8863711564403,6.0813764622383,5.84836160807472,5.8235389290113
Q92604,5.00453473383543,3.02508401161273,2.94992964706855,2.42880738524617,3.2313839960927,3.04768298970839
O75390,6.22426990098647,6.2173065571321,6.2770035707312,6.3704726461459,6.42693464326339,6.31732481726612
O75396,7.29382322354037,6.48873925274716,6.53383435102565,6.77532658725612,6.27940072276694,6.83170274457646
P23219,6.30581626416765,6.8334548591575,6.88863165668663,6.70727113742503,6.9085227823247,6.78336551653018
Q9BSJ8,6.44735425264115,6.23497420181381,6.36906166435331,7.03502568416036,6.66854842770998,6.28572464311352
P35659,4.76718644374988,4.36376633799837,4.45495449221821,5.30163243639464,4.77116172485645,5.18885074038851
P62701,6.12998613653447,7.26082531683896,7.24230086501418,7.04576228088865,7.31475768665489,6.96496885423288
Q9BSJ2,5.34060383634548,4.46043734974668,5.07968809125973,5.37424752592939,4.87145703524739,4.95472275845532
P27695,5.31110773916832,5.23421756710534,5.40903780196712,5.99479883543944,5.23673015559283,5.59117662412366
O75955,7.07577668782636,6.63802632624901,6.56976415253798,6.38293628993746,6.68798182186271,5.54357452548429
P17858,6.92852620028429,6.54803765125341,6.34069028900137,6.47634023444155,6.39200828108336,6.27993742311406
Q08379,4.79267773588532,4.90072175418183,4.89927892355421,5.1238182685408,5.29470344216896,5.09353203986991
Q08378,4.4714530342776,5.30084770475728,4.67083541682228,6.65450344914375,4.99524013322745,7.0106966319155
Q9H7Z7,4.5703049424112,4.6589060785948,4.81956175526819,5.29571771212156,5.11947540654143,5.13497475962809
O94979,7.90100572195962,7.3362441408475,7.5368255060389,7.48139775608861,7.28505255507045,7.33197945008522
O75083,7.9195418638689,8.06845934910183,8.37846161748456,7.99211969462067,8.12557781934711,7.75228880024126
Q09028,1.81782220883319,4.72391224815369,4.18907426674138,5.10269416637912,3.83875221259888,4.60259711103383
O94973,3.39016124070668,4.99886240856059,4.72025177677013,5.00747784454349,4.78604567367212,5.21061945511398
O76021,4.21883387865196,4.35500351791308,4.32567889920081,4.93084254592836,5.17781826193451,4.26828863972911
P54886,6.79296400709615,7.16063707747408,6.75014698661538,6.83692083240828,6.92630003135612,6.88592861939612
P28838,5.89424517448306,5.72108608350676,6.17282087919949,5.87080696951408,6.08152309279476,5.93873356556168
Q14137,3.65233116423009,3.18694006674847,2.64600382197931,3.59200609006325,3.08703488852227,3.07672543070905
P46783,8.08190448754475,7.7945647350494,6.87178546405601,7.84214346119922,7.88479181894437,8.26457017996645
P46782,6.31349857759359,5.88925965760235,5.71272788856386,5.38530923269553,6.40753908217379,5.8156615527779
P46781,7.80366288655607,7.07667292669301,7.36511169284478,7.18694068462591,6.99886577742531,7.63481298247442
Q9H223,5.20267081320526,4.24908304792135,4.42288018818755,4.84308670866978,5.08665362394953,4.69355073408292
Q16864,3.24203329626387,3.76762416977191,3.30313754691555,3.07721324064724,2.46924777356586,1.41217186777545
A6NMY6,2.21066860232642,1.73360465577446,5.23587916157506,4.34240119780409,2.20617993979571,2.17253023759655
Q9H4G4,4.78060688306955,3.65035804549492,2.63829072179149,3.2311746443894,3.22673820337335,2.57781623598498
Q7Z6Z7,6.63783729126918,6.37697880758037,6.67257627109464,5.49690237700171,6.72634449913838,5.7982247070843
P11217,3.73206692360222,6.11209865393928,5.96340535942133,4.16358818545795,5.01307252362518,6.01153519813311
P11216,6.63939735076867,6.61422729602312,6.59481086480635,6.3654247871391,6.34999743676722,6.41106788506175
Q6WCQ1,5.8220502602142,4.25885517366721,5.01598121996377,5.04170767092773,4.77063739584067,4.39802926997597
Q13671,5.05909367802481,4.32983470268216,4.31129721374908,3.24349639136745,3.18383145249081,3.95218932134191
P40939,5.87924353880423,6.97267381729214,7.01866497283041,6.84843376160237,6.85632775447648,6.82599953718357
P35579,8.94620621453442,8.72741858603687,8.49982198477606,8.53549067015256,8.38274796766666,8.56014342018771
P31943,7.03542483816925,7.23103341169497,7.20052368605515,7.2177527067404,7.01949424858425,7.28091842403551
P31942,7.27504412786282,7.07598816122464,7.28296423978672,7.27760360608825,6.97574844927565,7.22930760335636
P31947,2.50522631400246,7.168537150769,7.08158958032686,2.33816652800424,0.912028990030094,7.17534194030289
Q8N1F7,5.83101519325686,5.52216373972165,5.1331337561017,5.26403079939212,5.02390987947086,5.06302606443721
P31949,4.56424212259377,7.19406183586605,7.43104356338589,7.59806404688804,7.48765422926051,6.253789625541
P31948,6.89461320980857,6.56972656442256,6.97346685529814,6.96178612464407,6.59048741556438,6.72827274353592
P61604,4.69497211238299,6.38553567693645,6.58803784509218,6.12175617332508,6.23754321230851,6.00606658722287
P63151,5.40199431178788,5.19945857380617,5.40359342477109,4.70696359332212,4.03319552235719,5.15936832681827
Q14914,6.27160485120884,6.50174996563959,6.68831956522667,6.92047250510858,6.56456757098447,6.2420981459425
P49585,6.40863401045251,5.95227608878553,6.12521881167475,6.2511077498167,5.6548428330246,5.88997274618519
Q14919,3.85864000001673,4.10360299959281,4.03159168480552,3.90657519376931,4.47621724790377,4.22791626225028
Q9UJU6,6.48577592501978,4.91185052839305,5.61136385263758,5.79052061904812,5.2375808276586,4.89651044831657
P50416,3.94631323117332,4.0138225509034,4.77832936865962,5.28079904519188,4.61590763570411,4.31109358509661
Q9UHY1,3.46248016890846,5.65077548898367,5.73369777477878,5.84555884779241,4.22120430439408,5.51470035062026
Q9Y5B9,4.53820764059084,4.62835135618083,7.33125465591841,5.09675007935436,5.49234549163322,5.25315712394292
Q16644,3.62942166754667,3.62132807585587,3.76119130148748,3.17452075876678,2.8566195486553,3.73577127521457
P48047,7.41352976911431,6.97434177403067,6.9146127125781,6.87362821818566,7.08124426137375,7.13706797518443
Q16643,5.89694507397505,5.90334634542882,6.61054470689337,5.84183021662865,5.92813634723804,6.01038749653543
Q9UNE7,5.86854323259262,5.42400414548018,5.34027123612069,5.26092501979725,5.17553741762591,5.44235168677395
P38606,6.6526444427355,5.70542374233081,5.88608470531215,5.82347510629007,6.00280856221803,5.24189244866844
Q9Y217,6.90707839222336,3.03930159051808,4.28118881315708,4.0608086559079,3.02536565369719,3.0423202638278
P42285,5.09516301608717,4.58953629016097,4.11843647631769,4.60546444431992,3.71372814536493,4.77363296223678
Q16881,7.91184369310404,7.82020393039875,8.15267981132274,7.65758952285896,7.55389110769395,7.45279104034061
O43684,5.69119742913147,4.73126874261979,5.57781364725935,4.82283919372589,5.21431511661212,4.88113063868413
P09936,6.72856225799724,7.447324500706,7.5096384100646,7.64877615632728,7.66826726371408,7.31349891716247
Q8WZA9,4.54781579378896,3.54590195419736,3.15288554789832,3.82853967092237,3.69806304669235,3.57139194725504
Q9BPX3,5.05169769899837,5.12427318042751,4.76431646118874,4.85005048273479,5.17001058758841,4.8264492127287
Q9H0C2,6.44305409607324,2.85155759090091,3.53343988660862,4.17474006230189,6.25658306420848,3.77943228916165
Q9HD26,4.00124905125744,4.58097345265819,4.72030430215959,4.71260609771552,5.003371351022,4.55113574077586
P62424,6.9872966214446,7.64105807679506,7.5686807679869,7.24178054725155,7.2714644332474,7.55171800693991
Q13740,5.18820285695867,4.85668053696967,5.88526107421542,5.81492090755123,5.74025345466341,6.3505359353678
P07900,7.18622259933064,7.17111505649043,7.68399594874165,7.78620546991656,7.90042033766854,7.82556732956246
Q9Y316,4.5344921030713,3.59866261616982,4.08843718335053,3.93997604367013,4.25461745640506,4.23888441395606
P21333,9.06756523966349,8.38092935693861,8.60773025549684,8.40008885032369,8.49213970210922,8.42139100740494
Q9Y5X2,4.00883411982103,3.68718746967674,4.4120847880601,4.46988027123762,4.08747412562736,2.71257417023209
O95758,2.08808578941392,3.3553649025318,2.57082966849297,3.20279344603917,3.21007241442396,3.47451869439573
P30566,4.18725786248477,3.8497660322635,3.93235992969572,4.13285714819235,4.21630981461757,4.37644994555961
Q86YZ3,6.67821329216048,6.45525763501957,6.60501904092527,5.84019011163794,6.15637528062099,6.16146063625325
Q9NW15,3.60211617511813,3.42551029099526,4.02205933540291,4.43854301437022,3.89559777837247,4.62956658192312
Q99685,5.01212352089861,5.45051470079729,5.71304292102491,5.54255311202648,5.50327497931489,5.50960110417068
P38159,5.73981980761936,5.78855959455547,6.61339284607119,6.69421146008781,6.42475578417897,6.54671938647712
O75821,6.59110808750321,6.33667813556572,6.67533995097322,6.57324900960791,6.62107452648734,6.73041762654466
Q9Y281,4.21579018529722,3.12857545381077,3.60310866327886,3.87809618731476,3.73020632802124,1.83624684984813
Q9Y285,4.82480516877735,5.7774150589043,5.91377937543694,5.33893618015222,5.43953327679716,5.73482259927878
P08621,6.16485157800111,5.92088185594029,6.13505893830342,6.34467724659831,5.92083405179087,6.06858580070839
